habilidade_code,component_id,description
EF03HI05,28973f22-7cc9-4eff-97cd-d096ce09776e,Connect specific local landmarks to events or periods in regional history
EF03HI04,9f095f3f-1fb9-4276-9531-b722d6265d2d,Identify historical and cultural heritage sites in their city or region
EF03HI04,93dd8016-f930-446b-ade7-153629772dc7,"Explain cultural, social, or political reasons why a local site is recognized as heritage"
EF03HI04,0d43fca3-aa65-477e-81d9-b868ff4a78e5,Compare the significance of different heritage sites within their city or region
EF03HI03,13d7a43f-a98e-4a40-84e6-a2f41335a93a,Identify different social and cultural groups present in local history
EF03HI03,676c090c-0329-4fac-bafe-db0d55121ce4,Compare perspectives on significant local events from different social groups
EF03HI03,fa7cabd8-b27f-400c-8136-9baf3e32efbc,"Recognize the contributions of African, Indigenous, and immigrant cultures to local history"
EF03HI02,df7c03c9-a5cf-48bf-a48f-9b2264a318a3,Consult sources of different types to locate events that occurred in their city or region over time
EF03HI02,e408d030-08d8-41f2-b873-9f1b3d283c02,Select relevant historical events related to their city or region from multiple sources
EF03HI02,53787970-0529-4e50-ad37-e0571de81633,Record selected historical events from their city or region in an organized manner
EF03HI01,4c48952d-ab2d-43f8-9a59-df4f3e19a072,"Identify the population groups that make up their city, municipality, or region"
EF03HI01,df7a7773-50b7-4d48-afb4-5597267687c6,Describe the relationships established among different population groups in their region
EF03HI01,65db9bd3-d22d-4f5d-94b1-d0e7f4e89008,"Explain events that shaped the formation of their city, such as migration or deforestation"
EF03HI01,f7be8a23-c3b2-46f5-bb35-4cfd2f0bab47,Recognize the role of migratory phenomena in the development of local urban and rural areas
EF02HI11,014c1105-d04a-451e-8a5b-f77ac3cc264f,Identify forms of work that exist within their community
EF02HI11,d460555b-504d-4137-b0ef-a0d9ad6e2c1d,Describe environmental impacts caused by specific types of community work
EF02HI11,a2655aaf-4397-4944-8295-2cbc3af7f0e0,Connect different work practices to their corresponding environmental consequences
EF02HI10,cdb07bcd-3cf7-443f-a588-ef722c2b96bc,Identify different forms of work that exist in the local community
EF02HI10,e47f72ba-9213-402a-b42c-b8e89b83f793,Describe distinguishing characteristics of various types of work in the community
EF02HI10,71a54c97-c3e5-4efd-b7f2-aff5da9b3832,Explain the meaning and importance of different forms of work to community life
EF02HI09,9a1166bc-be63-45c4-b993-9cdf6761c365,Identify personal objects and documents connected to family or community experience
EF02HI09,fcc88125-4c8e-4048-8bf7-4576c7bb8587,Distinguish between objects that are preserved and those that are discarded
EF02HI09,ff86a65b-ef91-4c19-ae2b-8d91508585b5,Explain reasons why certain personal or family objects are kept or thrown away
EF02HI08,b0bc5550-d000-4f0b-bd3e-3f244e643315,Identify different sources that record family or community stories
EF02HI08,f614930d-d33f-48de-8795-ace37ebe760f,Compile stories from family or community using a variety of recorded sources
EF02HI07,26f162fa-e1e0-4476-b2a0-07f2cf6f7d0c,"Identify timekeeping tools present in the community, such as clocks and calendars"
EF02HI07,de9193f8-9bff-5cb7-9f58-8081dbcd2cf1,Tell time in hours using analog clocks
EF02HI07,ff122018-06f6-4f1d-ab60-77281ea843d9,Use calendars to locate and organize events in time
EF02HI06,6ec4e9c0-035d-4e2f-ad63-202b7092d3b5,"Apply temporal concepts — before, during, at the same time, and after — to daily events"
EF02HI06,2c0a0d1d-035e-4a3e-ac0c-fb67044a27cc,Organize events from daily life in chronological order
EF02HI06,9488b252-cfaf-4583-a95c-ca40d6474720,Identify the sequence of events using appropriate time-related vocabulary
EF02HI05,5e839ee9-e947-498a-a7fc-50fa43e0c44f,Select personal objects and documents belonging to individuals or groups in one's immediate social circle
EF02HI05,2d4e8aca-b5c1-4663-93cf-2855502a111c,Describe the function and use of selected personal objects and documents
EF02HI05,534bcce7-3415-453b-a85a-63f57960994e,Explain the significance of personal objects and documents to individuals or groups
EF02HI04,41493ced-0413-4a05-b954-dd7e20d98c9a,Identify personal objects and documents as sources of memories and histories
EF02HI04,a35bdab1-356c-45d1-b2da-dfad9e1d6a38,Explain the significance of personal objects and documents in personal and family contexts
EF02HI03,957665c7-80c7-4bf5-b047-94a3b594c33d,Identify everyday situations that relate to the perception of change over time
EF02HI03,e9a2df35-6ed3-4576-be10-86f62a6c3809,Recognize everyday situations connected to a sense of belonging
EF02HI03,e6670414-a609-42dc-b2de-b22b02efa2b0,Select everyday situations that relate to the concept of memory
EF02HI02,4f458928-cea1-4627-88f9-f96247395c17,Identify social practices that people carry out in different communities
EF02HI02,22ce80bf-28c4-4045-947b-002d7e3b3415,Describe the roles that different people fulfill within their communities
EF02HI02,b2b48103-de6e-43af-8fe3-7ce1a802f2ca,Compare social roles and practices across different community contexts
EF15AR18,fe14ca4d-b66d-44b8-8009-5ebf0f07554a,Recognize distinct forms of theatrical expression present in different contexts
EF15AR18,1026eef7-3e45-4944-83c2-7afd0042f070,Appreciate dramatized stories by engaging perception and imagination while watching and listening
EF15AR18,c534aabc-5b33-4001-b40e-ce8e77321ab8,Identify how theatrical experiences cultivate the capacity to symbolize and expand fictional repertoire
EF15AR19,eaf8d06d-a3bd-454e-a51c-1430439aa0e5,"Identify theatrical elements such as vocal inflections, physicalities, characters, and narratives in everyday life"
EF15AR19,11f9703d-2422-4533-82c6-8a49a89f9f19,"Recognize theatricality present in ordinary, everyday situations and interactions"
EF15AR19,7c48f9ec-d595-4dc7-a654-12a9e6c1aa26,"Distinguish specific theatrical elements — vocal, physical, and narrative — as they appear outside formal performance contexts"
EF69AR07,c3818e7c-53cb-4e77-adad-111941ac9665,Apply conceptual principles to one's own visual art productions
EF69AR07,fedb9edd-7722-4db9-9d2f-11516aa91ea6,Incorporate thematic propositions and visual repertoires into personal art creation processes
EF69AR07,09d17796-1a8c-4ded-9734-bc4c90e46d9c,Reflect on and articulate the creation processes used in one's own visual art works
EF69AR06,9c85cc46-86d1-46da-989e-a982a581d906,Develop visual arts creation processes based on personal artistic themes or interests
EF69AR06,6caeb0ad-3af1-47b2-8d8f-9b7304a4b1ed,"Create visual artworks individually, collectively, and collaboratively"
EF69AR06,0babeab1-6799-442c-bfb8-8d08ec9df62c,"Select and use conventional, alternative, and digital materials and tools in visual art production"
EF69AR05,3cd5804d-b268-44a4-b752-9fc8fe326fb3,"Experiment with different forms of artistic expression such as drawing, painting, sculpture, photography, and performance"
EF69AR05,0fe20ca9-b115-4bc5-8917-523cc4c48d7a,Analyze the characteristics and possibilities of distinct artistic expression forms
EF69AR05,1570fcfa-341f-4dd8-b32f-77561f395b52,Compare various artistic expression forms based on experimentation and analysis
EF69AR04,66c38606-8fd7-49fc-8069-b4e6cc190eff,"Identify constituent elements of visual arts — point, line, shape, color, tone, scale, space, and movement — in artworks"
EF69AR04,d8312121-e2e7-4465-a4ef-fd888fd1c08e,Analyze how visual elements function and interact within different artistic works
EF69AR04,53fa28e5-8a60-4ce3-9289-e78688c042e5,Evaluate the use of visual constituent elements in the appreciation of diverse artworks
EF69AR03,8d5f474e-7cb8-40a3-b2a0-012820ea4714,Identify situations where visual arts languages integrate with audiovisual languages such as film and animation
EF69AR03,e5bb45e0-157b-4934-ae09-ea988fdf9dcd,Analyze how visual arts languages integrate with graphic languages such as illustrations and book covers
EF69AR03,0175d625-f215-4a17-a3ae-87e51cfd4f02,"Analyze how visual arts languages integrate with scenographic, choreographic, or musical languages"
EF69AR02,57a0b274-3a60-442f-a613-4f50f10d4383,Research different visual styles from various periods and cultural contexts
EF69AR02,9417ea19-550d-49b9-bed7-d99f466851f5,Situate visual styles within their historical and spatial contexts
EF69AR02,d8512e3e-cf6b-45bd-93e6-193b816c7aa7,Analyze characteristics that distinguish one visual style from another
EF03HI06,2f881c1e-d671-4bcd-bd0c-c661ac4e61f1,"Identify markers of memory in the city, such as street names, monuments, and buildings"
EF03HI06,81e9b4a5-e866-4a0a-a89e-7033b5f84b5c,Explain the criteria used to select names for places and monuments in the city
EF03HI06,f2866357-a6de-4ce6-8e51-cf379537b044,Discuss how markers of memory reflect choices about history and identity in urban spaces
EF69AR01,927603cb-938a-4ecb-8781-4f74010d92b7,Research distinct forms of traditional and contemporary visual arts by Brazilian and international artists
EF69AR01,847a1974-793a-4910-b547-21243c7dcdd7,"Situate visual artworks within their historical, aesthetic, and cultural traditions"
EF69AR01,e8e9454f-1647-45d4-b3f9-034a97c7dea1,Appreciate and analyze visual arts works from different periods and cultural contexts
EF69AR01,baff476f-259e-41d1-a062-293b8ec47a19,Expand visual repertoire and the capacity to symbolize through contact with diverse artistic-visual practices
EF15AR25,e48fc923-1211-46e8-8978-9fd8bc52e65f,"Recognize tangible and intangible cultural heritage from diverse cultures, particularly Brazilian Indigenous, African, and European traditions"
EF15AR25,028158ad-516e-4bf0-84bc-963cd5ef84db,Appreciate cultural heritage expressions across different historical periods
EF15AR25,17a076ed-e5ea-4274-947b-e96d05493390,Build vocabulary related to different artistic languages through engagement with diverse cultural heritage
EF05HI07,0a0dbc90-beb8-4313-814a-a64bc15938d9,Identify the processes by which sites of memory are produced and hierarchized in society
EF05HI07,ec38a005-337c-4c8e-a2e1-65b46f67d419,Explain how sites of memory are disseminated and given cultural significance
EF05HI07,bc9c803b-507d-4392-9c80-01fc9f5b9716,Analyze the presence or absence of different social groups in the naming of sites of memory
EF05HI07,004b555f-8fc6-4804-ace6-094273111a1b,Discuss how the selection of sites of memory reflects power relations within society
EF05HI06,a484c3ce-a980-4c01-8e10-9619a2d7b37a,Compare different languages and technologies used in communication across historical periods
EF05HI06,5b9f3f94-2552-41e3-a933-5b28a40e033a,Evaluate the social meanings attributed to specific communication technologies
EF05HI05,7aca186e-1c24-4e9a-9b7e-ddd92174b85e,Define citizenship as a concept connected to the struggle for rights
EF05HI05,6fe07436-0194-4218-b7ab-6e16512d4738,Identify historical examples of peoples and societies fighting for rights and citizenship
EF05HI05,88d4ef8c-0a05-41f3-97df-c2aa95452e07,Explain citizenship as a historical achievement rather than a natural or fixed condition
EF05HI04,8c8cf4e4-c602-4cb7-bb5d-f28868b7cd0b,Define citizenship in relation to principles of respect for diversity and pluralism
EF05HI04,b311e23d-6fc2-4c89-9ffc-508a6f079c8b,Connect the concept of citizenship to the protection of human rights
EF05HI04,11847faa-8d86-4970-88e5-9d80f5a718b1,Identify how respect for diversity and pluralism strengthens the exercise of citizenship
EF05HI03,dfa46f89-de90-4a03-bd67-d85f4d3def3a,Identify the role of cultures in shaping the identities of ancient peoples
EF05HI03,412a775c-83ba-4f19-842f-32f021564383,Analyze how cultural and religious practices defined collective identity in ancient societies
EF05HI02,fece4b37-eb5c-4146-b4db-769ac5a17639,Identify mechanisms by which political power is organized in different societies
EF05HI02,c853ad51-3370-445e-8998-e36be3c11855,Explain the concept of the State as a form of political and social organization
EF05HI02,6e15e788-dcf7-4f53-9124-568518db7318,Compare the State with other forms of social order found across different societies
EF03HI10,20a2ab12-f2ec-4824-b44f-79b22f3c1de2,Identify characteristics that distinguish domestic spaces from public spaces
EF03HI10,6c751688-1d4c-42fb-ae29-5ccc09e37dc8,Identify characteristics that distinguish public spaces from environmental conservation areas
EF03HI10,0885d2b4-1f30-449a-a083-20090be90954,"Explain the importance of maintaining distinctions among domestic, public, and conservation spaces"
EF03HI11,0b808675-391a-44fd-948e-456e889a0569,Identify differences between forms of work carried out in urban settings
EF03HI11,f6ae8239-b104-4fed-8046-45ec57d4d60f,Compare the use of technology in work practices across urban and rural contexts
EF03HI12,5a978321-3347-43be-9b6e-08d8677a3e90,Compare work relations in the present with those of other times and places
EF03HI12,883e9c73-89db-42a9-9f14-fa3f3761d944,Identify continuities and changes in work and leisure practices across different historical periods
EF04HI01,5636a38a-329e-46df-9d6c-1262a9258c73,Recognize history as the result of human action in time and space
EF04HI01,668ed243-598a-440b-bc4d-75b593eab857,Identify changes that have occurred across different time periods
EF04HI01,17c9bda9-8b96-4e62-a1a8-34607f594f33,Identify continuities that persist across different time periods
EF04HI03,32e4f8f8-2920-4906-a475-a3f8b68293f1,Identify transformations that have occurred in cities over time
EF04HI03,1c5477b6-8388-40dd-80ca-cefa68c53786,Analyze the effects of urban transformations on the ways of life of city inhabitants
EF04HI03,79418754-b9ed-4fb1-8220-c618f23c1bee,Use the present as a reference point to examine past changes in urban environments
EF04HI04,b9ae235a-0807-4a5a-9a45-398128943173,Identify relationships between early human communities and the natural environment
EF04HI04,61f5bcfd-3a02-4c82-bd1c-5cb12ac624e6,Explain the significance of nomadism for the first human communities
EF03HI08,f145e26a-d75a-48e8-b0ba-637d490d65b4,Identify ways of life in the city in the present
EF03HI08,8434c4aa-6c9e-4518-95f7-6944ca2ab98a,Compare present-day urban and rural ways of life with those of the past
EF04HI05,c3e8befb-e9e0-41f8-b011-434d9b89a200,Relate processes of rural settlement to interventions made in the natural environment
EF04HI05,74c21237-ee2d-475a-a929-d184426503f4,Evaluate the outcomes of environmental interventions resulting from rural settlement
EF04HI07,4840ca38-29cf-4725-81c0-985a7844d88c,Identify the importance of overland routes to commercial life dynamics
EF04HI07,cd18c8c5-60f6-4203-8a94-3d73d19d0989,Describe how trade routes shaped economic and cultural exchanges between societies
EF04HI08,0717aa2f-7848-4492-8309-9a4ad4fad0b0,Identify transformations in means of communication from oral culture to digital technologies
EF04HI08,7f9cef10-3d86-48b6-8e09-b43b8d50a239,"Describe the significance of key communication technologies such as the printing press, radio, and internet"
EF04HI08,547ab003-7945-4ec2-a701-3b971d586577,Discuss how changes in communication technologies have affected different social groups
EF04HI09,d703f3ec-cba4-4b17-be11-80561d8febae,Identify motivations behind migratory processes in different times and places
EF04HI09,744c1b92-a164-454b-b92a-a8c9d0bbd1db,Evaluate the role that migration has played in shaping destination regions
EF04HI10,62a31528-c546-4317-ab3a-e8dfc409f42e,Identify different population flows that contributed to the formation of Brazilian society
EF04HI10,00c079af-bdcf-4bb3-ba79-dc32d395f41b,Analyze the cultural and social contributions of migratory flows to Brazilian society
EF04HI11,5491fcb5-fa62-4a15-959f-616e3df12d6a,Identify changes associated with internal migration in the society in which students live
EF04HI11,f6e94bf5-9e87-4425-8f34-8d555e4a655f,Analyze whether migratory changes are present or absent in students' local social context
EF05HI01,e3b9371d-4e48-4d99-acf8-bebff314cee7,Identify the processes by which different cultures and peoples were formed historically
EF05HI01,ea6d0c25-69ec-4bef-8d04-6cf42cde9edc,Relate the formation of cultures and peoples to the geographic spaces they occupied
EF05HI01,b93ebc89-61b2-48c9-82e2-d6d503433b7d,Describe how geographic context influenced the development of distinct cultural identities
EF05ER04,23b711a0-0d7b-4df9-8f2a-11c041be58f8,Recognize oral tradition as a means of preserving religious memories across generations
EF05ER04,c63dc4a8-c358-4637-93dd-83ad9b7624c9,Identify examples of religious events transmitted through oral tradition in different cultures
EF05ER04,a25177bc-17f5-4651-b549-8ae430490d8f,Explain the role of oral tradition in maintaining collective religious identity
EF05ER04,f3e376e6-cc65-4fa8-8736-5848ad1a15c0,Compare oral tradition to written forms of preserving religious knowledge
EF03ER03,8ea910c0-07fc-47a1-bfbf-a9902e050541,"Identify celebratory practices such as ceremonies, prayers, and pilgrimages in different religious traditions"
EF03ER03,a998e81e-e417-4609-854e-ce4639c48127,Distinguish among types of celebratory practices found across diverse religious groups
EF03ER03,cbbfe556-4e90-4346-b11e-7ca8722331c7,Demonstrate respect toward celebratory practices from religious traditions different from one's own
EF03ER04,42a46faf-2349-41f8-a82b-b21e9824ff14,Characterize celebratory practices as integral components of religious expression
EF03ER04,8510299c-37a2-4414-92f0-2f2daa689089,Connect celebratory practices to the broader set of religious expressions within specific cultures
EF03ER04,01ee8c18-1655-4f69-850f-2aee3060c671,Explain how celebratory practices reflect values and beliefs of different societies
EF03ER05,f4ec40d6-4aa3-4875-8eeb-982363c4f19d,Identify vestments and adornments used in different religious traditions
EF03ER05,93fdcf33-528e-4d7d-871c-87763a76369b,"Recognize symbols, body paint, clothing, and accessories as elements of religious manifestations"
EF03ER05,8c6e06c5-5759-4669-b984-08d9c4ab3cd8,Distinguish the vestments and adornments associated with specific religious traditions
EF03ER06,f6431cec-a4da-41b8-ab71-0ce158341178,Characterize vestments and adornments as markers of religious identity
EF03ER06,b06374a7-b3c3-4026-a7f7-943e3703c36a,Explain how specific clothing and symbols communicate belonging to a religious tradition
EF03ER06,0d7ad04d-77d0-474d-b3d5-2e0c506cb8cf,Connect the use of adornments to the expression of religious identity across cultures
EF04ER01,a56f8245-9b1a-493b-9e43-6086e6babfbb,Identify rites present in personal and family daily life
EF04ER01,abf3dcc7-4779-4c34-856a-098d44c5af1f,Distinguish everyday rites from formally religious rites in familiar contexts
EF04ER02,43120c83-0a9c-471e-8a46-1d32942b034a,Identify rites found across different religious manifestations and traditions
EF04ER02,e1988293-110c-44eb-b371-637db35f3e96,Describe the functions that rites serve within religious traditions
EF04ER02,c2183108-642f-41c4-a6e5-17e2b72698b7,Compare the roles of rites in two or more different religious traditions
EF06ER06,399ca024-a381-43bb-9a85-1ac3389f1de4,Recognize the role of myths in structuring beliefs within religious traditions
EF06ER06,e1fcab4a-cc29-41bf-9381-a61073e295c3,Recognize the role of rites and symbols in organizing different religious movements
EF06ER06,27343065-eb89-406c-acd3-731b0f551447,Identify sacred texts as structural elements of diverse religious traditions
EF06ER06,8c2e2a70-581e-4c4a-b868-0a2362ba99e5,"Explain how myths, rites, symbols, and texts work together to shape religious identity"
EF04ER03,b3ffe17a-72de-4146-9f45-56c31f3d389a,Describe initiation rites found in diverse religious groups
EF04ER03,970818b5-e215-4801-9aec-7699134b39fa,"Describe rites of passage associated with birth, marriage, and death in religious traditions"
EF04ER03,942e88fa-4294-44a9-8347-0f7731545d67,Compare initiation and rites of passage across two or more religious groups
EF04ER05,6ad07d4c-f369-42bd-8c4a-36eac26b2db3,"Identify religious representations in artistic expressions such as paintings, sculptures, and architecture"
EF04ER05,096876b1-dc29-445e-8e61-25aeae5a760d,Recognize icons and symbols in artistic works as elements of specific religious traditions
EF04ER05,65c55f5f-3d94-4eac-8f81-baae9fdc1cfe,Connect religious artistic expressions to the cultural identities from which they originate
EF04ER06,f7117150-65df-4e39-bb50-4972fa529cd0,Identify the names of deities within family and community religious contexts
EF04ER06,227aa117-bca3-44ab-a67b-ac5b6fc4985d,Describe the meanings attributed to deities in different religious contexts
EF04ER06,9fd2950f-9eb6-49cb-b159-fde137443ee8,Recognize visual and symbolic representations of deities in familiar cultural settings
EF04ER07,7b6006e5-1917-4e12-9456-520c830027d6,Recognize diverse concepts of deities found across different religious manifestations
EF04ER07,95231234-4e14-4374-b433-3149576e1a1a,Compare conceptions of deities present in two or more religious traditions
EF04ER07,02f7a96b-dc1c-40f9-8ad1-fe44e5173e65,Demonstrate respect toward different understandings of deities across religious traditions
EF05ER01,dfd947fa-29f8-402c-8cc7-888019dcf16c,Identify sacred events from different cultures and religious traditions
EF05ER01,14aaec1b-2bd3-4789-884a-08794479c46a,Explain how sacred events contribute to preserving collective religious memory
EF05ER01,77107fb0-b521-423a-ab7e-6296692f646c,Demonstrate respect toward sacred events from religious traditions other than one's own
EF05ER02,1898ce62-698f-4c8f-94f6-9d4ad93fc341,Identify creation myths present in different cultures and religious traditions
EF05ER02,77a2a8ca-02c3-43a0-bbe6-012f8d035186,Distinguish features of creation myths across two or more religious traditions
EF05ER02,093ff466-58cd-4d27-8c4b-10d99e5bab86,Recognize creation myths as narrative expressions of diverse cultural worldviews
EF05ER03,6464b059-7571-47ca-b648-840c704f0cb7,Recognize the functions of creation myths within their religious traditions
EF05ER03,1a3a1fcc-9a29-49f0-8c95-b253b8418d9d,Identify religious messages about the world and nature conveyed in creation myths
EF05ER03,c64c83a5-04db-43d2-8757-6bf900ceb742,"Describe conceptions of humanity, deities, life, and death expressed in creation myths"
EF04ER04,b1a5c703-f2dc-4a2a-94ed-2da7f8aa5fb4,"Identify forms of spiritual expression such as prayers, chants, and meditation in religious traditions"
EF04ER04,f3d36c95-2f92-4670-a156-7ddf2661ef5a,"Identify physical forms of spiritual expression such as gestures, dance, and worship"
EF04ER04,608aaab0-4928-4f5d-925a-9227bbed4548,Compare forms of spiritual expression found across different religious traditions
EF69AR10,e87d0be6-61cf-4cc2-bda8-5c78fc18d6b4,Identify constituent elements that differentiate everyday movement from danced movement
EF69AR10,52e407e2-5cf9-4a0a-8131-8f2057e153b7,Describe the historical development of dance forms across traditional and contemporary contexts
EF69AR10,5699115a-37a3-4b75-9ab1-546f4ba44ecf,Analyze how dance forms have transformed throughout their cultural and historical trajectory
EF69AR10,c0efc27d-8632-4dba-bfdf-8bcabfdcc9de,Compare traditional and contemporary dance forms using critical examination of their development
EF06ER07,63df89fd-9a1d-48b9-ad80-3b0362c05bd8,Provide examples of relationships between myth and rite in celebratory practices of religious traditions
EF06ER07,5685afaf-f4ac-4b8e-9b35-1300aaa4c6e0,Provide examples of relationships between rite and symbol in religious celebratory practices
EF06ER07,ddbe133e-3587-4009-99f9-a88318c98471,"Connect mythic narratives, ritual actions, and symbols within a single religious tradition's celebrations"
EF07ER02,2c139f75-38eb-4d24-84a9-9b31bb4f8049,Identify spiritual practices that people use in response to accidents or illness
EF07ER02,6c9a5fed-c5ee-469b-aef8-9cf4d32779d7,Identify spiritual practices employed in response to climatic or natural events
EF07ER02,812233e1-3e0d-4fc1-acf4-bd6875d7e528,Describe the relationship between specific life situations and the spiritual practices people adopt
EF69AR12,038cb86c-e8e7-4363-84a0-8d95737661bf,Investigate improvisation procedures as a source for building individual movement vocabularies
EF69AR12,d98d9a77-5a6e-4336-9816-ea5ee2b437a2,Experiment with movement-creation procedures to develop personal movement repertoires
EF69AR12,0c452e9d-b371-45f1-b88b-b07023cc9de4,Generate individual movement solutions through improvisation-based creative processes
EF04HI06,b12cd46c-a002-413c-bb60-1e19ba0b5870,Identify transformations in the ways people have moved from place to place over time
EF04HI06,c98fd677-4f9d-4312-b553-44ac5f42b880,Identify transformations in the ways goods have been transported across different historical periods
EF04HI06,9e1d74ea-1685-4565-af1d-23b9375cf9ee,Analyze patterns of adaptation by communities affected by changes in movement and trade
EF04HI06,55ba28dd-32b1-43aa-8240-19ea636bea60,Analyze patterns of marginalization resulting from transformations in the movement of people and goods
EF07LI05,79e70870-1efa-4e9d-b1d6-e09fbdf88744,Compose an oral narrative in English about a significant historical event
EF07LI05,5533ee2f-d9bd-45b6-a54e-214f0b586c19,Compose an oral narrative in English describing a notable historical figure from the past
EF07LI05,0413398b-40d8-4f87-9a39-3c042c05e917,Form and use the past tense of frequently occurring irregular verbs
EF07LI05,25e2f962-d609-43d4-85a3-3b7048f3a390,Organize oral narratives in English with a coherent sequence of historical events
EF69AR09,e68c575f-e590-47ac-8c94-7431c674f1d7,Research different forms of expression and representation in dance across periods and cultures
EF69AR09,4b75f94f-f573-438a-85c9-7ee61ff4f117,Analyze staging elements in dance compositions by Brazilian and international artists
EF69AR09,94b13a37-c22e-49ad-8b81-e228c7cfea66,Recognize dance compositions by Brazilian artists and groups from different historical periods
EF69AR11,bbfc5e55-81cc-474d-8ed3-5ceae4cfaeb4,"Identify the motion factors of time, weight, flow, and space in bodily movement"
EF69AR11,1b81dc67-7e3b-4db6-92f1-32535474b731,Experiment with combining motion factors to generate different bodily actions
EF69AR11,2a43ddba-2ea1-4d44-acf7-ce02ead0b5fc,Analyze how combinations of motion factors produce danced movement
EF06ER05,3fe3ffde-8fe0-4085-9571-874d94e25286,Discuss how the study of religious texts influences adherents' practices within a tradition
EF06ER05,6bcbabf3-402c-4f08-8685-1cd120d6a464,Discuss how the interpretation of religious texts shapes the living of religious teachings
EF06ER05,5ba0d6b1-e44d-4dd0-a671-7ff27372a215,Identify connections between textual interpretation and practical conduct in religious traditions
EF06ER04,fdea8487-2514-4ee3-953b-c414f7c9cb99,Recognize that different religious traditions use written texts in diverse ways
EF06ER04,07528794-2cdb-4942-91b8-f1a796cdd257,Compare how various religious traditions employ written texts for distinct purposes
EF06ER04,4a6f0bec-2061-42b1-a81f-ce3faf2ae409,Identify examples of diverse uses of written texts across multiple religious traditions
EF06ER03,bc9d2af8-2e93-4751-b493-1423ce9d63b8,Identify teachings related to ways of being present in written religious texts
EF06ER03,4fe30dc5-04af-4f82-bad8-313537a76bc8,Interpret how written religious texts convey norms or values for believers' conduct
EF09ER08,b8db4f06-8fb3-490d-862d-ea93f0c13254,Identify ethical principles and values that can guide personal life planning
EF09ER08,db412fd7-d304-4bf0-b01a-045c855c5410,Construct a personal life plan grounded in chosen ethical principles and values
EF09ER08,608ee6f0-720e-4679-bfda-90326fcd38cd,Evaluate the coherence between stated ethical values and the goals within a life plan
EF09ER07,7e4bbab1-5c45-4e6c-905f-ad5b4287fea6,Identify familial ethical principles that can serve as foundations for life plans
EF09ER07,992b86c7-5a0a-4326-bae1-41924b7505ee,Explain how selected ethical principles from diverse sources inform the construction of life plans
EF09ER06,452f39e2-ce72-4da6-bfc4-4276e1e015f1,Recognize coexistence as an ethical stance in human relations
EF09ER06,26513a1d-b39b-4e50-80a3-812f795eef9e,Explain how coexistence expresses respect for life and human dignity
EF09ER06,adb8161a-a726-4447-abcb-215d2fdc5059,Identify examples of coexistence as an ethical posture across different social contexts
EF09ER05,401c954a-7481-469f-84e6-fd96cf40fe59,Identify the concept of ancestrality as a form of immortality in religious traditions
EF09ER05,55be3315-12f4-4df8-ab78-95617dfe7925,Analyze differences among concepts of immortality developed by diverse religious traditions
EF09ER04,f6f8abb0-471f-4616-b219-2fea7d5a74fc,Identify conceptions of life held by different religious traditions through funerary rites
EF09ER04,c00ebf91-d4ae-4019-8d6f-0556fa22ca5a,Identify conceptions of death held by different philosophies of life through funerary rites
EF09ER04,75006240-1d5b-4bc5-a95f-e050b8de877b,Analyze diverse funerary rites as expressions of religious and philosophical worldviews
EF09ER03,c4888e37-7805-4af0-b589-a99518729fd2,Identify meanings attributed to living in different religious traditions through founding myths
EF09ER03,eb55f49f-b614-4e79-9890-2b65e9e4edca,Analyze how founding myths communicate a tradition's understanding of life and death
EF09ER02,4daf4733-5b33-41ed-80ae-198ec41bddb7,Identify expressions of reverence for life across diverse media content
EF09ER02,0c67f8fa-b40d-4bc7-8c12-a5317b2489e1,Discuss how different media portray contrasting attitudes toward the value of life
EF09ER01,1e96db6e-188e-4395-9b4d-289bb6bd6b12,Identify principles for the care of life found in diverse religious traditions
EF09ER01,b16adbfa-a5de-43d2-b036-61102eea238a,Identify guidelines for the care of life found in diverse philosophies of life
EF09ER01,666fc527-471d-4c00-9a07-12288017d05c,Analyze how different religious traditions and philosophies articulate the care of life
EF06ER02,9088f741-8181-459f-8ec2-abe3d91dc06e,"Recognize written texts belonging to Buddhist, Christian, Spiritist, and Hindu traditions"
EF06ER02,6e16c830-c5f9-4c71-888e-59cf54e09bd7,"Recognize written texts belonging to Islamic, Jewish, and other religious traditions"
EF06ER02,cf2f78b0-3e67-4d8c-be06-c41c5792db32,Appreciate the diversity of sacred written texts across different world religions
EF06ER01,37b127b9-2d7e-4b03-8d65-6e408d9cb2ca,Recognize the role of written tradition in preserving religious memories across generations
EF06ER01,a30b42ea-7e67-4c2f-8793-441a3d7ad0d4,Recognize the role of written tradition in preserving significant religious events and teachings
EF06ER01,b7dbc753-7c28-4443-bdc5-36baca6d745f,Explain how written records contribute to the continuity of religious traditions
EF05ER07,4e0ffd7a-690f-476b-b712-3b9d4f0e0f0c,Identify teachings related to ways of being present in oral religious texts
EF05ER07,6c39cdb2-750b-4f93-ad78-04cc23778bff,Interpret how oral religious texts convey values or guidance for believers' conduct
EF05ER06,c6196457-1b1b-4063-b564-2c5cf3f586da,Identify the role of sages in transmitting oral tradition within religious communities
EF05ER06,45786746-d8ba-40da-88df-102baf31fbaf,Identify the role of elders in preserving oral tradition across generations
EF05ER06,2c195a25-1483-4fda-8b57-5075b0ed3a0b,Explain how sages and elders function as guardians of living religious memory
EF05ER05,e2197315-7699-4027-bb9b-24111b9446f1,Identify elements of oral tradition in Indigenous religious cultures and practices
