bncc_code,stage,grade,subject,description_pt,description_en
EF04MA14,EF,4º,Matemática,"Reconhecer e mostrar, por meio de exemplos, que a relação de igualdade existente entre dois termos permanece quando se adiciona ou se subtrai um mesmo número a cada um desses termos.","Recognize and demonstrate, through examples, that an equality between two expressions is preserved when the same number is added to or subtracted from each expression."
EF04MA15,EF,4º,Matemática,Determinar o número desconhecido que torna verdadeira uma igualdade que envolve as operações fundamentais com números naturais.,Determine the unknown value that makes an equation involving the four fundamental operations with natural numbers true.
EF04MA16,EF,4º,Matemática,"Descrever deslocamentos e localização de pessoas e de objetos no espaço, por meio de malhas quadriculadas e representações como desenhos, mapas, planta baixa e croquis, empregando termos como direita e esquerda, mudanças de direção e sentido, intersecção, transversais, paralelas e perpendiculares.","Describe the position and movement of people and objects in space using square-grid maps and representations such as drawings, maps, floor plans, and sketches, applying terms such as right and left, changes in direction and orientation, intersection, transversals, parallel lines, and perpendicular lines."
EF04MA17,EF,4º,Matemática,"Associar prismas e pirâmides a suas planificações e analisar, nomear e comparar seus atributos, estabelecendo relações entre as representações planas e espaciais.","Match prisms and pyramids to their nets, and analyze, name, and compare their attributes, establishing relationships between two-dimensional and three-dimensional representations."
EF04MA18,EF,4º,Matemática,"Reconhecer ângulos retos e não retos em figuras poligonais com o uso de dobraduras, esquadros ou softwares de geometria.","Identify right angles and non-right angles in polygonal figures using paper folding, set squares, or geometry software."
EF04MA19,EF,4º,Matemática,"Reconhecer simetria de reflexão em figuras e em pares de figuras geométricas planas e utilizá-la na construção de figuras congruentes, com o uso de malhas quadriculadas e de softwares de geometria.","Identify line symmetry (reflection symmetry) in individual figures and in pairs of plane geometric figures, and apply it to construct congruent figures using square grids and geometry software."
EF04MA20,EF,4º,Matemática,"Medir e estimar comprimentos (incluindo perímetros), massas e capacidades, utilizando unidades de medida padronizadas mais usuais, valorizando e respeitando a cultura local.","Measure and estimate lengths (including perimeters), masses, and capacities using the most common standardized units of measurement, while valuing and respecting local cultural practices."
EF04MA21,EF,4º,Matemática,"Medir, comparar e estimar área de figuras planas desenhadas em malha quadriculada, pela contagem dos quadradinhos ou de metades de quadradinho, reconhecendo que duas figuras com formatos diferentes podem ter a mesma medida de área.","Measure, compare, and estimate the area of plane figures drawn on a square grid by counting unit squares or half-unit squares, recognizing that two figures with different shapes can have the same area."
EF04MA22,EF,4º,Matemática,"Ler e registrar medidas e intervalos de tempo em horas, minutos e segundos em situações relacionadas ao seu cotidiano, como informar os horários de início e término de realização de uma tarefa e sua duração.","Read and record measurements and intervals of time in hours, minutes, and seconds in everyday contexts, such as identifying the start time, end time, and duration of a task."
EF04MA23,EF,4º,Matemática,"Reconhecer temperatura como grandeza e o grau Celsius como unidade de medida a ela associada e utilizá-lo em comparações de temperaturas em diferentes regiões do Brasil ou no exterior ou, ainda, em discussões que envolvam problemas relacionados ao aquecimento global.","Recognize temperature as a measurable quantity and degree Celsius as its associated unit of measurement, and use Celsius temperatures to compare climatic conditions across different regions of Brazil or other countries, including in discussions related to global warming."
EF04MA24,EF,4º,Matemática,"Registrar as temperaturas máxima e mínima diárias, em locais do seu cotidiano, e elaborar gráficos de colunas com as variações diárias da temperatura, utilizando, inclusive, planilhas eletrônicas.","Record daily maximum and minimum temperatures for locations in students' everyday environment, and construct bar graphs displaying daily temperature variations, including through the use of spreadsheet software."
EF04MA25,EF,4º,Matemática,"Resolver e elaborar problemas que envolvam situações de compra e venda e formas de pagamento, utilizando termos como troco e desconto, enfatizando o consumo ético, consciente e responsável.","Solve and compose problems involving buying, selling, and forms of payment — using terms such as change and discount — with an emphasis on ethical, conscious, and responsible consumer behavior."
EF04MA26,EF,4º,Matemática,"Identificar, entre eventos aleatórios cotidianos, aqueles que têm maior chance de ocorrência, reconhecendo características de resultados mais prováveis, sem utilizar frações.","Identify, among everyday random events, those with a greater likelihood of occurring, recognizing characteristics of more probable outcomes without using fractions."
EF69LP53,EF,"6º, 7º, 8º, 9º",Língua Portuguesa,"Ler em voz alta textos literários diversos – como contos de amor, de humor, de suspense, de terror; crônicas líricas, humorísticas, críticas; bem como leituras orais capituladas (compartilhadas ou não com o professor) de livros de maior extensão, como romances, narrativas de enigma, narrativas de aventura, literatura infantojuvenil, – contar/recontar histórias tanto da tradição oral (causos, contos de esperteza, contos de animais, contos de amor, contos de encantamento, piadas, dentre outros) quanto da tradição literária escrita, expressando a compreensão e interpretação do texto por meio de uma leitura ou fala expressiva e fluente, que respeite o ritmo, as pausas, as hesitações, a entonação indicados tanto pela pontuação quanto por outros recursos gráfico-editoriais, como negritos, itálicos, caixa-alta, ilustrações etc., gravando essa leitura ou esse conto/reconto, seja para análise posterior, seja para produção de audiobooks de textos literários diversos ou de podcasts de leituras dramáticas com ou sem efeitos especiais e ler e/ou declamar poemas diversos, tanto de forma livre quanto de forma fixa (como quadras, sonetos, liras, haicais etc.), empregando os recursos linguísticos, paralinguísticos e cinésicos necessários aos efeitos de sentido pretendidos, como o ritmo e a entonação, o emprego de pausas e prolongamentos, o tom e o timbre vocais, bem como eventuais recursos de gestualidade e pantomima que convenham ao gênero poético e à situação de compartilhamento em questão.","Read aloud a variety of literary texts — including romance, humor, suspense, and horror short stories; lyrical, humorous, and critical chronicles; as well as serialized oral readings (shared with or independent of the teacher) of longer works such as novels, mystery narratives, adventure narratives, and children's and young adult literature — and tell/retell stories from both the oral tradition (tall tales, trickster tales, animal tales, love stories, enchantment tales, jokes, and others) and the written literary tradition, conveying comprehension and interpretation through expressive, fluent reading or storytelling that observes the rhythm, pauses, hesitations, and intonation indicated by punctuation as well as other graphic and editorial features such as boldface, italics, all-caps, and illustrations; record such readings or tellings/retellings either for subsequent analysis or for the production of audiobooks of diverse literary texts or podcasts of dramatic readings with or without special effects; and read and/or recite a variety of poems — in both free and fixed forms (such as quadras, sonnets, liras, haiku, etc.) — deploying the linguistic, paralinguistic, and kinesic resources required to achieve intended effects of meaning, including rhythm and intonation, the use of pauses and sound prolongation, vocal tone and timbre, as well as gesture and pantomime appropriate to the poetic genre and the particular sharing context."
EF69LP54,EF,"6º, 7º, 8º, 9º",Língua Portuguesa,"Analisar os efeitos de sentido decorrentes da interação entre os elementos linguísticos e os recursos paralinguísticos e cinésicos, como as variações no ritmo, as modulações no tom de voz, as pausas, as manipulações do estrato sonoro da linguagem, obtidos por meio da estrofação, das rimas e de figuras de linguagem como as aliterações, as assonâncias, as onomatopeias, dentre outras, a postura corporal e a gestualidade, na declamação de poemas, apresentações musicais e teatrais, tanto em gêneros em prosa quanto nos gêneros poéticos, os efeitos de sentido decorrentes do emprego de figuras de linguagem, tais como comparação, metáfora, personificação, metonímia, hipérbole, eufemismo, ironia, paradoxo e antítese e os efeitos de sentido decorrentes do emprego de palavras e expressões denotativas e conotativas (adjetivos, locuções adjetivas, orações subordinadas adjetivas etc.), que funcionam como modificadores, percebendo sua função na caracterização dos espaços, tempos, personagens e ações próprios de cada gênero narrativo.","Analyze the effects of meaning arising from the interaction between linguistic elements and paralinguistic and kinesic resources — such as variations in rhythm, modulations in vocal tone, pauses, and manipulations of the sound stratum of language achieved through stanza structure, rhyme, and figures of speech such as alliteration, assonance, and onomatopoeia, as well as body posture and gesture in the recitation of poems, musical performances, and theatrical presentations — in both prose and poetic genres; analyze the effects of meaning produced by figures of speech such as simile, metaphor, personification, metonymy, hyperbole, euphemism, irony, paradox, and antithesis; and analyze the effects of meaning arising from the use of denotative and connotative words and expressions (adjectives, adjectival phrases, adjectival subordinate clauses, etc.) that function as modifiers, recognizing their role in characterizing the settings, time periods, characters, and actions specific to each narrative genre."
EF69LP55,EF,"6º, 7º, 8º, 9º",Língua Portuguesa,"Reconhecer as variedades da língua falada, o conceito de norma-padrão e o de preconceito linguístico.","Recognize the varieties of spoken language, the concept of the standard norm (norma-padrão), and the concept of linguistic prejudice."
EF69LP56,EF,"6º, 7º, 8º, 9º",Língua Portuguesa,Fazer uso consciente e reflexivo de regras e normas da norma-padrão em situações de fala e escrita nas quais ela deve ser usada.,Apply rules and norms of the standard language variety (norma-padrão) consciously and reflectively in speaking and writing situations that call for its use.
EF89LP01,EF,"8º, 9º",Língua Portuguesa,"Analisar os interesses que movem o campo jornalístico, os efeitos das novas tecnologias no campo e as condições que fazem da informação uma mercadoria, de forma a poder desenvolver uma atitude crítica frente aos textos jornalísticos.","Analyze the interests that drive the field of journalism, the effects of new technologies on that field, and the conditions that turn information into a commodity, in order to develop a critical stance toward journalistic texts."
EF89LP02,EF,"8º, 9º",Língua Portuguesa,"Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif, comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Analyze different digital practices (liking, sharing, commenting, curating, etc.) and texts belonging to different genres of digital culture (memes, GIFs, comments, digital political cartoons, etc.) involved in the handling of information and opinion, so as to enable a more critical and ethical presence on social networks."
EF89LP03,EF,"8º, 9º",Língua Portuguesa,"Analisar textos de opinião (artigos de opinião, editoriais, cartas de leitores, comentários, posts de blog e de redes sociais, charges, memes, gifs etc.) e posicionar-se de forma crítica e fundamentada, ética e respeitosa frente a fatos e opiniões relacionados a esses textos.","Analyze opinion texts (opinion articles, editorials, letters to the editor, comments, blog posts and social media posts, political cartoons, memes, GIFs, etc.) and take a critical, well-grounded, ethical, and respectful position regarding the facts and opinions presented in those texts."
EF89LP04,EF,"8º, 9º",Língua Portuguesa,"Identificar e avaliar teses/opiniões/posicionamentos explícitos e implícitos, argumentos e contra-argumentos em textos argumentativos do campo (carta de leitor, comentário, artigo de opinião, resenha crítica etc.), posicionando-se frente à questão controversa de forma sustentada.","Identify and evaluate explicit and implicit theses/opinions/positions, arguments, and counterarguments in argumentative texts from the journalistic field (letters to the editor, comments, opinion articles, critical reviews, etc.), taking a well-supported stance on the controversial issue at hand."
EF89LP05,EF,"8º, 9º",Língua Portuguesa,"Analisar o efeito de sentido produzido pelo uso, em textos, de recurso a formas de apropriação textual (paráfrases, citações, discurso direto, indireto ou indireto livre).","Analyze the effect of meaning produced by the use, within texts, of forms of textual appropriation such as paraphrase, quotation, direct speech, indirect speech, and free indirect speech."
EF89LP06,EF,"8º, 9º",Língua Portuguesa,"Analisar o uso de recursos persuasivos em textos argumentativos diversos (como a elaboração do título, escolhas lexicais, construções metafóricas, a explicitação ou a ocultação de fontes de informação) e seus efeitos de sentido.","Analyze the use of persuasive devices in various argumentative texts — such as title construction, lexical choices, metaphorical constructions, and the explicit citation or concealment of information sources — and their effects of meaning."
EF89LP07,EF,"8º, 9º",Língua Portuguesa,"Analisar, em notícias, reportagens e peças publicitárias em várias mídias, os efeitos de sentido devidos ao tratamento e à composição dos elementos nas imagens em movimento, à performance, à montagem feita (ritmo, duração e sincronização entre as linguagens – complementaridades, interferências etc.) e ao ritmo, melodia, instrumentos e sampleamentos das músicas e efeitos sonoros.","Analyze, in news reports, feature stories, and advertising pieces across various media, the effects of meaning arising from the treatment and composition of elements in moving images, performance, and editing (rhythm, duration, and synchronization among modes of language — complementarities, interferences, etc.), as well as the rhythm, melody, instrumentation, sampling, and sound effects of music and audio."
EF89LP08,EF,"8º, 9º",Língua Portuguesa,"Planejar reportagem impressa e em outras mídias (rádio ou TV/vídeo, sites), tendo em vista as condições de produção do texto – objetivo, leitores/espectadores, veículos e mídia de circulação etc. – a partir da escolha do fato a ser aprofundado ou do tema a ser focado (de relevância para a turma, escola ou comunidade), do levantamento de dados e informações sobre o fato ou tema – que pode envolver entrevistas com envolvidos ou com especialistas, consultas a fontes diversas, análise de documentos, cobertura de eventos etc. -, do registro dessas informações e dados, da escolha de fotos ou imagens a produzir ou a utilizar etc., da produção de infográficos, quando for o caso, e da organização hipertextual (no caso a publicação em sites ou blogs noticiosos ou mesmo de jornais impressos, por meio de boxes variados).","Plan a print or multimedia feature report (radio, TV/video, websites), taking into account the conditions of text production — purpose, readers/viewers, outlets and media of circulation, etc. — beginning with the selection of the event to be examined in depth or the topic to be focused on (of relevance to the class, school, or community), the collection of data and information about the event or topic — which may involve interviews with those involved or with specialists, consultation of diverse sources, document analysis, event coverage, etc. — the recording of that information and data, the selection or production of photographs or images, the creation of infographics when applicable, and the hypertextual organization of the piece (in the case of publication on news websites or blogs or in print newspapers, through various sidebars and boxes)."
EF89LP09,EF,"8º, 9º",Língua Portuguesa,"Produzir reportagem impressa, com título, linha fina (optativa), organização composicional (expositiva, interpretativa e/ou opinativa), progressão temática e uso de recursos linguísticos compatíveis com as escolhas feitas e reportagens multimidiáticas, tendo em vista as condições de produção, as características do gênero, os recursos e mídias disponíveis, sua organização hipertextual e o manejo adequado de recursos de captação e edição de áudio e imagem e adequação à norma-padrão.","Produce a print feature report — including a headline, deck (optional), compositional organization (expository, interpretive, and/or opinion-based), thematic progression, and linguistic resources consistent with the choices made — as well as multimedia feature reports, taking into account the conditions of production, the characteristics of the genre, the available resources and media, hypertextual organization, appropriate handling of audio and image capture and editing tools, and adherence to the standard language norm."
EF89LP10,EF,"8º, 9º",Língua Portuguesa,"Planejar artigos de opinião, tendo em vista as condições de produção do texto – objetivo, leitores/espectadores, veículos e mídia de circulação etc. –, a partir da escolha do tema ou questão a ser discutido(a), da relevância para a turma, escola ou comunidade, do levantamento de dados e informações sobre a questão, de argumentos relacionados a diferentes posicionamentos em jogo, da definição – o que pode envolver consultas a fontes diversas, entrevistas com especialistas, análise de textos, organização esquemática das informações e argumentos – dos (tipos de) argumentos e estratégias que pretende utilizar para convencer os leitores.","Plan opinion articles, taking into account the conditions of text production — purpose, readers/viewers, outlets and media of circulation, etc. — beginning with the selection of the theme or issue to be discussed, its relevance to the class, school, or community, the gathering of data and information about the issue, arguments related to different positions at stake, and the definition — which may involve consulting diverse sources, interviewing specialists, analyzing texts, and schematically organizing information and arguments — of the types of arguments and strategies intended to persuade readers."
EF89LP11,EF,"8º, 9º",Língua Portuguesa,"Produzir, revisar e editar peças e campanhas publicitárias, envolvendo o uso articulado e complementar de diferentes peças publicitárias: cartaz, banner, indoor, folheto, panfleto, anúncio de jornal/revista, para internet, spot, propaganda de rádio, TV, a partir da escolha da questão/problema/causa significativa para a escola e/ou a comunidade escolar, da definição do público-alvo, das peças que serão produzidas, das estratégias de persuasão e convencimento que serão utilizadas.","Produce, revise, and edit advertising pieces and campaigns, involving the articulated and complementary use of different advertising formats — poster, banner, indoor display, leaflet, pamphlet, newspaper/magazine ad, internet ad, radio spot, and TV commercial — based on the selection of an issue, problem, or cause significant to the school and/or school community, the definition of the target audience, the pieces to be produced, and the persuasion and conviction strategies to be employed."
EF89LP12,EF,"8º, 9º",Língua Portuguesa,"Planejar coletivamente a realização de um debate sobre tema previamente definido, de interesse coletivo, com regras acordadas e planejar, em grupo, participação em debate a partir do levantamento de informações e argumentos que possam sustentar o posicionamento a ser defendido (o que pode envolver entrevistas com especialistas, consultas a fontes diversas, o registro das informações e dados obtidos etc.), tendo em vista as condições de produção do debate – perfil dos ouvintes e demais participantes, objetivos do debate, motivações para sua realização, argumentos e estratégias de convencimento mais eficazes etc. e participar de debates regrados, na condição de membro de uma equipe de debatedor, apresentador/mediador, espectador (com ou sem direito a perguntas), e/ou de juiz/avaliador, como forma de compreender o funcionamento do debate, e poder participar de forma convincente, ética, respeitosa e crítica e desenvolver uma atitude de respeito e diálogo para com as ideias divergentes.","Collaboratively plan the conduct of a debate on a previously defined topic of collective interest, with agreed-upon rules; plan, in groups, participation in a debate by gathering information and arguments capable of supporting the position to be defended — which may involve interviews with specialists, consultation of diverse sources, and the recording of information and data obtained — taking into account the conditions of production of the debate (profile of listeners and other participants, objectives of the debate, motivations for holding it, most effective arguments and persuasion strategies, etc.); and participate in moderated debates as a member of a debating team, as a presenter/moderator, as an audience member (with or without the right to ask questions), and/or as a judge/evaluator, as a means of understanding how debates function and being able to participate convincingly, ethically, respectfully, and critically, while developing an attitude of respect for and dialogue with divergent ideas."
EF89LP13,EF,"8º, 9º",Língua Portuguesa,"Planejar entrevistas orais com pessoas ligadas ao fato noticiado, especialistas etc., como forma de obter dados e informações sobre os fatos cobertos sobre o tema ou questão discutida ou temáticas em estudo, levando em conta o gênero e seu contexto de produção, partindo do levantamento de informações sobre o entrevistado e sobre a temática e da elaboração de um roteiro de perguntas, garantindo a relevância das informações mantidas e a continuidade temática, realizar entrevista e fazer edição em áudio ou vídeo, incluindo uma contextualização inicial e uma fala de encerramento para publicação da entrevista isoladamente ou como parte integrante de reportagem multimidiática, adequando-a a seu contexto de publicação e garantindo a relevância das informações mantidas e a continuidade temática.","Plan oral interviews with individuals connected to the reported event, subject-matter experts, and others as a means of obtaining data and information about the events covered, the topic or issue being discussed, or the themes under study — taking the genre and its production context into account, beginning with background research on the interviewee and the topic and the drafting of a question script that ensures the relevance of the information gathered and thematic continuity; conduct the interview and edit the audio or video, including an opening contextualization and a closing statement, for publication of the interview as a standalone piece or as an integral part of a multimedia feature report, adapting it to its publication context and ensuring the relevance of the information retained and thematic continuity."
EF89LP14,EF,"8º, 9º",Língua Portuguesa,"Analisar, em textos argumentativos e propositivos, os movimentos argumentativos de sustentação, refutação e negociação e os tipos de argumentos, avaliando a força/tipo dos argumentos utilizados.","Analyze, in argumentative and propositional texts, the argumentative moves of substantiation, refutation, and negotiation, as well as the types of arguments used, evaluating the strength and nature of those arguments."
EF89LP15,EF,"8º, 9º",Língua Portuguesa,"Utilizar, nos debates, operadores argumentativos que marcam a defesa de ideia e de diálogo com a tese do outro: concordo, discordo, concordo parcialmente, do meu ponto de vista, na perspectiva aqui assumida etc.","Use, in debates, argumentative operators that signal the defense of a position and engagement with the opposing thesis — such as 'I agree,' 'I disagree,' 'I partially agree,' 'from my point of view,' 'from the perspective adopted here,' and similar expressions."
EF89LP16,EF,"8º, 9º",Língua Portuguesa,"Analisar a modalização realizada em textos noticiosos e argumentativos, por meio das modalidades apreciativas, viabilizadas por classes e estruturas gramaticais como adjetivos, locuções adjetivas, advérbios, locuções adverbiais, orações adjetivas e adverbiais, orações relativas restritivas e explicativas etc., de maneira a perceber a apreciação ideológica sobre os fatos noticiados ou as posições implícitas ou assumidas.","Analyze the modalization present in news and argumentative texts through evaluative modalities realized by grammatical classes and structures such as adjectives, adjectival phrases, adverbs, adverbial phrases, adjectival and adverbial clauses, restrictive and non-restrictive relative clauses, etc., in order to perceive the ideological appraisal of reported events or the implicit or explicitly assumed positions of the text."
EF01MA20,EF,1º,Matemática,"Classificar eventos envolvendo o acaso, tais como “acontecerá com certeza”, “talvez aconteça” e “é impossível acontecer”, em situações do cotidiano.","Classify events involving chance — such as ""will certainly happen,"" ""might happen,"" and ""is impossible to happen"" — in everyday situations."
EF01MA21,EF,1º,Matemática,Ler dados expressos em tabelas e em gráficos de colunas simples.,Read data displayed in tables and simple bar (column) graphs.
EF01MA22,EF,1º,Matemática,"Realizar pesquisa, envolvendo até duas variáveis categóricas de seu interesse e universo de até 30 elementos, e organizar dados por meio de representações pessoais.","Conduct a survey involving up to two categorical variables of personal interest within a universe of up to 30 elements, and organize the collected data using self-created representations."
EF02MA01,EF,2º,Matemática,Comparar e ordenar números naturais (até a ordem de centenas) pela compreensão de características do sistema de numeração decimal (valor posicional e função do zero).,"Compare and order natural numbers (up to the hundreds place) by understanding the properties of the base-ten number system, including place value and the role of zero."
EF02MA02,EF,2º,Matemática,Fazer estimativas por meio de estratégias diversas a respeito da quantidade de objetos de coleções e registrar o resultado da contagem desses objetos (até 1000 unidades).,"Make estimates of the quantity of objects in collections using a variety of strategies, and record the result of counting those objects (up to 1,000 units)."
EF02MA03,EF,2º,Matemática,"Comparar quantidades de objetos de dois conjuntos, por estimativa e/ou por correspondência (um a um, dois a dois, entre outros), para indicar “tem mais”, “tem menos” ou “tem a mesma quantidade”, indicando, quando for o caso, quantos a mais e quantos a menos.","Compare quantities of objects in two sets — by estimation and/or one-to-one, two-to-two, or other correspondence — to determine ""has more,"" ""has fewer,"" or ""has the same amount,"" specifying, when applicable, how many more or how many fewer."
EF02MA04,EF,2º,Matemática,"Compor e decompor números naturais de até três ordens, com suporte de material manipulável, por meio de diferentes adições.","Compose and decompose natural numbers of up to three digits, using manipulative materials, through different additive combinations."
EF02MA05,EF,2º,Matemática,Construir fatos básicos da adição e subtração e utilizá-los no cálculo mental ou escrito.,Build basic addition and subtraction facts and apply them in mental or written computation.
EF02MA06,EF,2º,Matemática,"Resolver e elaborar problemas de adição e de subtração, envolvendo números de até três ordens, com os significados de juntar, acrescentar, separar, retirar, utilizando estratégias pessoais ou convencionais.","Solve and compose addition and subtraction problems involving numbers of up to three digits, with the meanings of joining, adding to, separating, and taking from, using personal or conventional strategies."
EF02MA07,EF,2º,Matemática,"Resolver e elaborar problemas de multiplicação (por 2, 3, 4 e 5) com a ideia de adição de parcelas iguais por meio de estratégias e formas de registro pessoais, utilizando ou não suporte de imagens e/ou material manipulável.","Solve and compose multiplication problems (by 2, 3, 4, and 5) using the concept of repeated addition, through personal strategies and recording formats, with or without the support of images and/or manipulative materials."
EF02MA08,EF,2º,Matemática,"Resolver e elaborar problemas envolvendo dobro, metade, triplo e terça parte, com o suporte de imagens ou material manipulável, utilizando estratégias pessoais.","Solve and compose problems involving double, half, triple, and one-third, using images or manipulative materials and personal strategies."
EF02MA09,EF,2º,Matemática,"Construir sequências de números naturais em ordem crescente ou decrescente a partir de um número qualquer, utilizando uma regularidade estabelecida.","Construct sequences of natural numbers in ascending or descending order starting from any given number, using an established rule or pattern."
EF02MA10,EF,2º,Matemática,"Descrever um padrão (ou regularidade) de sequências repetitivas e de sequências recursivas, por meio de palavras, símbolos ou desenhos.","Describe the pattern or regularity in repeating sequences and recursive sequences using words, symbols, or drawings."
EF02MA11,EF,2º,Matemática,"Descrever os elementos ausentes em sequências repetitivas e em sequências recursivas de números naturais, objetos ou figuras.","Identify and describe missing elements in repeating sequences and recursive sequences of natural numbers, objects, or figures."
EF02MA12,EF,2º,Matemática,"Identificar e registrar, em linguagem verbal ou não verbal, a localização e os deslocamentos de pessoas e de objetos no espaço, considerando mais de um ponto de referência, e indicar as mudanças de direção e de sentido.","Identify and record, in verbal or non-verbal language, the location and movement of people and objects in space considering more than one reference point, and indicate changes in direction and orientation."
EF02MA13,EF,2º,Matemática,"Esboçar roteiros a ser seguidos ou plantas de ambientes familiares, assinalando entradas, saídas e alguns pontos de referência.","Sketch routes to be followed or floor plans of familiar environments, marking entrances, exits, and key reference points."
EF02MA14,EF,2º,Matemática,"Reconhecer, nomear e comparar figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera), relacionando-as com objetos do mundo físico.","Recognize, name, and compare three-dimensional geometric figures (cube, rectangular prism, pyramid, cone, cylinder, and sphere), relating them to objects in the physical world."
EF02MA15,EF,2º,Matemática,"Reconhecer, comparar e nomear figuras planas (círculo, quadrado, retângulo e triângulo), por meio de características comuns, em desenhos apresentados em diferentes disposições ou em sólidos geométricos.","Recognize, compare, and name plane figures (circle, square, rectangle, and triangle) based on shared characteristics, as presented in drawings shown in different orientations or as faces of geometric solids."
EF02MA16,EF,2º,Matemática,"Estimar, medir e comparar comprimentos de lados de salas (incluindo contorno) e de polígonos, utilizando unidades de medida não padronizadas e padronizadas (metro, centímetro e milímetro) e instrumentos adequados.","Estimate, measure, and compare the lengths of sides of rooms (including perimeter) and polygons, using non-standard and standard units of measurement (meter, centimeter, and millimeter) and appropriate measuring tools."
EF02MA17,EF,2º,Matemática,"Estimar, medir e comparar capacidade e massa, utilizando estratégias pessoais e unidades de medida não padronizadas ou padronizadas (litro, mililitro, grama e quilograma).","Estimate, measure, and compare capacity and mass using personal strategies and non-standard or standard units of measurement (liter, milliliter, gram, and kilogram)."
EF04MA27,EF,4º,Matemática,"Analisar dados apresentados em tabelas simples ou de dupla entrada e em gráficos de colunas ou pictóricos, com base em informações das diferentes áreas do conhecimento, e produzir texto com a síntese de sua análise.","Analyze data presented in simple or double-entry tables and in bar graphs or pictographs, drawing on information from different subject areas, and produce a written text summarizing the analysis."
EF04MA28,EF,4º,Matemática,"Realizar pesquisa envolvendo variáveis categóricas e numéricas e organizar dados coletados por meio de tabelas e gráficos de colunas simples ou agrupadas, com e sem uso de tecnologias digitais.","Conduct surveys involving categorical and numerical variables, and organize collected data using simple or grouped bar graphs and tables, with and without digital technologies."
EF05MA01,EF,5º,Matemática,"Ler, escrever e ordenar números naturais até a ordem das centenas de milhar com compreensão das principais características do sistema de numeração decimal.","Read, write, and order natural numbers up to the hundred-thousands place, demonstrating understanding of the principal characteristics of the decimal number system."
EF05MA02,EF,5º,Matemática,"Ler, escrever e ordenar números racionais na forma decimal com compreensão das principais características do sistema de numeração decimal, utilizando, como recursos, a composição e decomposição e a reta numérica.","Read, write, and order rational numbers in decimal form, demonstrating understanding of the principal characteristics of the decimal number system, using composition and decomposition and the number line as resources."
EF05MA03,EF,5º,Matemática,"Identificar e representar frações (menores e maiores que a unidade), associando-as ao resultado de uma divisão ou à ideia de parte de um todo, utilizando a reta numérica como recurso.","Identify and represent fractions (less than and greater than one whole), connecting them to the result of a division or to the concept of part of a whole, using the number line as a resource."
EF05MA04,EF,5º,Matemática,Identificar frações equivalentes.,Identify equivalent fractions.
EF05MA05,EF,5º,Matemática,"Comparar e ordenar números racionais positivos (representações fracionária e decimal), relacionando-os a pontos na reta numérica.","Compare and order positive rational numbers (in fractional and decimal representations), relating them to points on the number line."
EF05MA06,EF,5º,Matemática,"Associar as representações 10%, 25%, 50%, 75% e 100% respectivamente à décima parte, quarta parte, metade, três quartos e um inteiro, para calcular porcentagens, utilizando estratégias pessoais, cálculo mental e calculadora, em contextos de educação financeira, entre outros.","Associate the representations 10%, 25%, 50%, 75%, and 100% with one-tenth, one-quarter, one-half, three-quarters, and one whole, respectively, to calculate percentages using personal strategies, mental computation, and a calculator, in contexts of financial literacy, among others."
EF05MA07,EF,5º,Matemática,"Resolver e elaborar problemas de adição e subtração com números naturais e com números racionais, cuja representação decimal seja finita, utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.","Solve and compose problems involving addition and subtraction with natural numbers and with rational numbers whose decimal representation is terminating, using a variety of strategies such as estimation, mental computation, and algorithms."
EF05MA08,EF,5º,Matemática,"Resolver e elaborar problemas de multiplicação e divisão com números naturais e com números racionais cuja representação decimal é finita (com multiplicador natural e divisor natural e diferente de zero), utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.","Solve and compose problems involving multiplication and division with natural numbers and with rational numbers whose decimal representation is terminating (with a natural number multiplier and a nonzero natural number divisor), using a variety of strategies such as estimation, mental computation, and algorithms."
EF05MA09,EF,5º,Matemática,"Resolver e elaborar problemas simples de contagem envolvendo o princípio multiplicativo, como a determinação do número de agrupamentos possíveis ao se combinar cada elemento de uma coleção com todos os elementos de outra coleção, por meio de diagramas de árvore ou por tabelas.","Solve and compose simple counting problems involving the Fundamental Counting Principle (multiplication principle), such as determining the number of possible groupings when combining each element of one set with every element of another set, using tree diagrams or tables."
EF05MA10,EF,5º,Matemática,"Concluir, por meio de investigações, que a relação de igualdade existente entre dois membros permanece ao adicionar, subtrair, multiplicar ou dividir cada um desses membros por um mesmo número, para construir a noção de equivalência.","Conclude, through investigations, that an equality between two expressions is preserved when the same number is added to, subtracted from, multiplied by, or divided into each expression, in order to construct the notion of equivalence."
EF05MA11,EF,5º,Matemática,Resolver e elaborar problemas cuja conversão em sentença matemática seja uma igualdade com uma operação em que um dos termos é desconhecido.,Solve and compose problems whose translation into a mathematical sentence yields an equation with one operation in which one of the terms is unknown.
